0,0,1
10,0,1
20,0,1
30,0,1
40,0,1
51,0,0
61,0,0
71,0,0
81,1,0
92,1,0
102,1,1
112,1,1
122,1,1
133,1,1
144,1,1
154,1,0
164,1,0
175,1,0
185,1,0
195,1,0
205,1,1
216,1,1
227,1,1
237,1,1
247,1,1
258,1,0
268,1,0
278,1,0
288,1,0
299,1,0
309,1,1
320,1,1
330,1,1
340,1,1
351,1,1
361,1,0
371,1,0
381,0,0
392,0,0
402,0,0
412,0,1
423,0,1
434,0,1
444,0,1
454,0,1
464,0,0
475,0,0
485,0,0
495,0,0
505,0,0
517,0,1
527,0,1
537,0,1
547,0,1
558,0,1
568,0,0
578,0,0
588,0,0
600,0,0
610,0,0
620,0,1
630,0,1
641,0,1
651,0,1
661,0,1
671,0,0
681,0,0
692,0,0
703,1,0
713,1,0
723,1,1
734,1,1
744,1,1
754,1,1
764,1,1
775,1,0
786,1,0
796,1,0
806,1,0
817,1,0
827,1,1
837,1,1
847,1,1
858,1,1
868,1,1
879,1,1
889,1,0
900,1,0
910,1,0
920,1,0
930,1,0
941,1,1
951,1,1
961,1,1
972,1,1
983,1,1
993,1,0
1003,1,0
1013,1,0
1024,0,0
1034,0,0
1044,0,1
1055,0,1
1065,0,1
1076,0,1
1086,0,1
1096,0,0
1106,0,0
1118,0,0
1128,0,0
1138,0,0
1148,0,1
1159,0,1
1169,0,1
1180,0,1
1190,0,1
1201,0,0
1211,0,0
1221,0,0
1231,0,0
1242,0,0
1253,0,1
1263,0,1
1273,0,1
1284,0,1
1294,0,1
1304,0,0
1315,0,0
1326,0,0
1336,1,0
1346,1,0
1356,1,1
1367,1,1
1378,1,1
1388,1,1
1398,1,1
1409,1,0
1419,1,0
1429,1,0
1440,1,0
1451,1,0
1461,1,1
1471,1,1
1481,1,1
1491,1,1
1502,1,1
1513,1,0
1523,1,0
1533,1,0
1544,1,0
1554,1,0
1564,1,1
1575,1,1
1586,1,1
1596,1,1
1606,1,1
1616,1,0
1627,1,0
1638,0,0
1648,0,0
1658,0,0
1669,0,1
1679,0,1
1689,0,1
1700,0,1
1711,0,1
1721,0,0
1731,0,0
1741,0,0
1752,0,0
1762,0,0
1773,0,1
1783,0,1
1794,0,1
1804,0,1
1814,0,1
1824,0,1
1836,0,0
1846,0,0
1856,0,0
1866,0,0
1876,0,0
1887,0,1
1898,0,1
1908,0,1
1918,0,1
1929,0,1
1939,0,0
1949,0,0
1960,0,0
1971,1,0
1981,1,0
1991,1,1
2001,1,1
2012,1,1
2022,1,1
2033,1,1
2043,1,0
2054,1,0
2064,1,0
2074,1,0
2084,1,0
2096,1,1
2106,1,1
2116,1,1
2126,1,1
2137,1,1
2147,1,0
2158,1,0
2168,1,0
2179,1,0
2189,1,0
2199,1,1
2209,1,1
2220,1,1
2231,1,1
2241,1,1
2251,1,0
2262,1,0
2272,0,0
2282,0,0
2293,0,0
2304,0,1
2314,0,1
2324,0,1
2334,0,1
2344,0,1
2356,0,1
2366,0,0
2376,0,0
2386,0,0
2397,0,0
2407,0,0
2418,0,1
2428,0,1
2439,0,1
2449,0,1
2459,0,1
2469,0,0
2480,0,0
2491,0,0
2501,0,0
2511,0,0
2522,0,1
2532,0,1
2542,0,1
2553,0,1
2564,0,1
2574,0,0
2584,0,0
2594,0,0
2605,1,0
2616,1,0
2626,1,1
2636,1,1
2647,1,1
2657,1,1
2667,1,1
2678,1,0
2689,1,0
2699,1,0
2709,1,0
2719,1,0
2729,1,1
2740,1,1
2751,1,1
2761,1,1
2771,1,1
2782,1,1
2792,1,0
2802,1,0
2813,1,0
2824,1,0
2834,1,0
2844,1,1
2854,1,1
2865,1,1
2876,1,1
2886,1,1
2896,1,0
2907,1,0
2917,1,0
2927,0,0
2938,0,0
2949,0,1
2959,0,1
2969,0,1
2979,0,1
2990,0,1
3001,0,0
3011,0,0
3021,0,0
3032,0,0
3042,0,0
3052,0,1
3062,0,1
3074,0,1
3084,0,1
3094,0,1
3104,0,1
3115,0,0
3125,0,0
3136,0,0
3146,0,0
3156,0,0
3167,0,1
3177,0,1
3187,0,1
3198,0,1
3209,0,1
3219,0,0
3229,0,0
3239,0,0
3250,1,0
3260,1,0
3271,1,1
3281,1,1
3292,1,1
3302,1,1
3312,1,1
3322,1,0
3334,1,0
3344,1,0
3354,1,0
3364,1,0
3375,1,1
3385,1,1
3396,1,1
3406,1,1
3417,1,1
3427,1,1
3437,1,0
3447,1,0
3459,1,0
3469,1,0
3479,1,0
3489,1,1
3500,1,1
3510,1,1
3520,1,1
3531,1,1
3542,1,0
3552,1,0
3562,0,0
3572,0,0
3582,0,0
3594,0,1
3604,0,1
3614,0,1
3624,0,1
3635,0,1
3645,0,1
3656,0,0
3666,0,0
3677,0,0
3687,0,0
3697,0,0
3707,0,1
3718,0,1
3729,0,1
3739,0,1
3749,0,1
3760,0,0
3770,0,0
3780,0,0
3791,0,0
3802,0,0
3812,0,1
3822,0,1
3832,0,1
3843,0,1
3854,0,1
3864,0,0
3874,0,0
3885,0,0
3895,0,0
3905,1,0
3916,1,0
3927,1,1
3937,1,1
3947,1,1
3957,1,1
3968,1,1
3978,1,0
3989,1,0
3999,1,0
4009,1,0
4020,1,0
4030,1,1
4040,1,1
4051,1,1
4062,1,1
4072,1,1
4082,1,0
4092,1,0
4103,1,0
4114,1,0
4124,1,0
4134,1,1
4145,1,1
4155,1,1
4165,1,1
4176,1,1
4187,1,1
4197,1,0
4207,1,0
4217,1,0
4228,0,0
4238,0,0
4249,0,1
4259,0,1
4270,0,1
4280,0,1
4290,0,1
4300,0,0
4312,0,0
4322,0,0
4332,0,0
4342,0,0
4353,0,1
4363,0,1
4374,0,1
4384,0,1
4395,0,1
4405,0,1
4415,0,0
4425,0,0
4436,0,0
4447,0,0
4457,0,0
4467,0,1
4477,0,1
4488,0,1
4498,0,1
4509,0,1
4519,0,0
4530,0,0
4540,0,0
4550,1,0
4560,1,0
4572,1,1
4582,1,1
4592,1,1
4602,1,1
4613,1,1
4623,1,1
4634,1,0
4644,1,0
4655,1,0
4665,1,0
4675,1,0
4685,1,1
4697,1,1
4707,1,1
4717,1,1
4727,1,1
4738,1,0
4748,1,0
4758,1,0
4769,1,0
4780,1,0
4790,1,0
4800,1,1
4810,1,1
4820,1,1
4832,1,1
4842,1,1
4852,1,0
4862,1,0
4873,1,0
4883,0,0
4894,0,0
4904,0,1
4915,0,1
4925,0,1
4935,0,1
4945,0,1
4957,0,0
4967,0,0
4977,0,0
4987,0,0
4998,0,0
5008,0,0
5018,0,1
5029,0,1
5040,0,1
5050,0,1
5060,0,1
5070,0,0
5081,0,0
5092,0,0
5102,0,0
5112,0,0
5123,0,1
5133,0,1
5143,0,1
5154,0,1
5165,0,1
5175,0,1
5185,0,0
5195,0,0
5206,0,0
5217,1,0
5227,1,0
5237,1,1
5248,1,1
5258,1,1
5268,1,1
5278,1,1
5289,1,0
5300,1,0
5310,1,0
5320,1,0
5330,1,0
5341,1,0
5352,1,1
5362,1,1
5372,1,1
5383,1,1
5393,1,1
5403,1,0
5414,1,0
5425,1,0
5435,1,0
5445,1,0
5455,1,1
5466,1,1
5477,1,1
5487,1,1
5497,1,1
5508,1,1
5518,1,0
5528,1,0
5538,1,0
5550,0,0
5560,0,0
5570,0,1
5580,0,1
5591,0,1
5601,0,1
5612,0,1
5622,0,0
5633,0,0
5643,0,0
5653,0,0
5663,0,0
5675,0,0
5685,0,1
5695,0,1
5705,0,1
5715,0,1
5726,0,1
5737,0,0
5747,0,0
5757,0,0
5768,0,0
5778,0,0
5788,0,1
5798,0,1
5810,0,1
5820,0,1
5830,0,1
5840,0,1
5851,0,0
5861,0,0
5872,0,0
5882,1,0
5893,1,0
5903,1,1
5913,1,1
5923,1,1
5935,1,1
5945,1,1
5955,1,0
5965,1,0
5976,1,0
5986,1,0
5996,1,0
6007,1,0
6018,1,1
6028,1,1
6038,1,1
6048,1,1
6059,1,1
6070,1,0
6080,1,0
6090,1,0
6100,1,0
6111,1,0
6121,1,1
6132,1,1
6142,1,1
6153,1,1
6163,1,1
6173,1,1
6183,1,0
6195,1,0
6205,1,0
6215,0,0
6225,0,0
6236,0,1
6246,0,1
6256,0,1
6267,0,1
6278,0,1
6288,0,1
6298,0,0
6308,0,0
6319,0,0
6330,0,0
6340,0,0
6350,0,1
6361,0,1
6371,0,1
6381,0,1
6392,0,1
6403,0,0
6413,0,0
6423,0,0
6433,0,0
6444,0,0
6455,0,0
6465,0,1
6475,0,1
6486,0,1
6496,0,1
6506,0,1
6517,0,0
6528,0,0
6538,0,0
6548,1,0
6558,1,0
6568,1,0
6579,1,1
6590,1,1
6600,1,1
6610,1,1
6621,1,1
6631,1,0
6641,1,0
6652,1,0
6663,1,0
6673,1,0
6683,1,1
6693,1,1
6704,1,1
6715,1,1
6725,1,1
6735,1,1
6746,1,0
6756,1,0
6766,1,0
6776,1,0
6788,1,0
6798,1,1
6808,1,1
6818,1,1
6829,1,1
6839,1,1
6850,1,1
6860,1,0
6871,1,0
6881,1,0
6891,0,0
6901,0,0
6913,0,1
6923,0,1
6933,0,1
6943,0,1
6953,0,1
6964,0,1
6975,0,0
6985,0,0
6995,0,0
7006,0,0
7016,0,0
7026,0,1
7037,0,1
7048,0,1
7058,0,1
7068,0,1
7078,0,0
7089,0,0
7099,0,0
7110,0,0
7120,0,0
7131,0,0
7141,0,1
7151,0,1
7161,0,1
7173,0,1
7183,0,1
7193,0,0
7203,0,0
7214,0,0
7224,0,0
7235,1,0
7245,1,0
7256,1,1
7266,1,1
7276,1,1
7286,1,1
7298,1,1
7308,1,0
7318,1,0
7328,1,0
7339,1,0
7349,1,0
7359,1,0
7370,1,1
7380,1,1
7391,1,1
7401,1,1
7411,1,1
7421,1,0
7433,1,0
7443,1,0
7453,1,0
7463,1,0
7474,1,0
7484,1,1
7495,1,1
7505,1,1
7516,1,1
7526,1,1
7536,1,0
7546,1,0
7558,0,0
7568,0,0
7578,0,0
7588,0,0
7599,0,1
7609,0,1
7619,0,1
7630,0,1
7641,0,1
7651,0,0
7661,0,0
7671,0,0
7682,0,0
7693,0,0
7703,0,0
7713,0,1
7724,0,1
7734,0,1
7744,0,1
7755,0,1
